"ICES_ACCREU","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"AUNZ",-0.6683879976664198,-1.2491720196918465,-1.404189704109171,-1.5310467635317848,-1.641275481303317,-1.7262395651389761,-1.7971717366762952,-1.863526157271056,-1.9295321874419624,-1.9970071817130175,-2.0705874222268994,-2.147015905917571,-2.231413649416969,-2.318442926566344,-2.4146064989227,-2.5177624658303643,-2.6348783639158713
"Brazil",-0.1959082082070296,-0.4748509541232737,-0.6559801158355971,-0.7931238795602424,-0.9051190878379356,-0.9918391381166347,-1.066045928282544,-1.113424316541134,-1.1476329819377629,-1.1837950376901163,-1.2252642275113468,-1.2712217603910059,-1.3240797220054001,-1.3845985934522909,-1.4534895857874375,-1.5294524453705827,-1.6124116690468315
"Canada",-0.08490499149786945,-0.1638515272467611,-0.1898454614509104,-0.23299575272608397,-0.28591222946121597,-0.3409930210716339,-0.39638641829884413,-0.45637924681759534,-0.5183553782267758,-0.5841622798355317,-0.652699222089681,-0.7260787498668764,-0.8037636316097552,-0.8738462080048248,-0.941569536422493,-0.9946510217736848,-1.0419525254489859
"China",-0.06332434222299232,-0.11558818973744778,-0.12710218834222076,-0.14270570677575867,-0.16212551379619633,-0.18958273038679474,-0.2243388765463039,-0.26444031285026703,-0.31063002312206045,-0.3849499535215406,-0.4833527664942716,-0.6072467946997562,-0.7548241126449029,-0.9371483937406055,-1.1517303294851455,-1.4069232067979942,-1.696996809781104
"FSU",-0.09843055121457889,-0.19077399982436738,-0.21750614392692658,-0.24270123068932392,-0.2667213127714452,-0.29517876918623287,-0.3264225649591057,-0.3534279302324972,-0.37769488858552247,-0.4033658425403708,-0.4305201328133057,-0.45829401793836544,-0.4872385430863435,-0.5160842109164787,-0.5457669016018629,-0.5765317764884537,-0.608969738561338
"India",-0.07884236793532784,-0.14294762768513047,-0.15381804348847394,-0.1642315819043505,-0.17457011777894937,-0.18812205757831046,-0.20402558304115637,-0.2215539633368624,-0.24097539890991504,-0.26691860383337707,-0.2983922680894424,-0.33970503538222063,-0.38928920621763563,-0.4553046292794294,-0.5351499188232522,-0.6305056647126439,-0.7398537952089557
"Indonesia",-0.5560996615747493,-1.3841927262584819,-1.9288601871525257,-2.3869298590195376,-2.7985160360624928,-3.068480112253269,-3.2622018450854218,-3.420644646846782,-3.570813341373491,-3.7281446546273966,-3.9044309955133083,-4.078031157936534,-4.261078798423911,-4.466045327552792,-4.695108280781691,-4.949481548076995,-5.229032224460484
"JPNKOR",-0.1304007817686026,-0.28333361334313967,-0.3730014912024404,-0.5712317265949118,-0.8489501003302258,-1.1444009354962925,-1.4607086387781298,-1.7644200381106478,-2.068217933388916,-2.413412769828893,-2.8000809703651264,-3.224874344801043,-3.6892218270439425,-4.258805943738009,-4.920797316466108,-5.634760563138974,-6.402049532248267
"LACA",-0.21456610845146384,-0.43085495609085367,-0.48283670673267,-0.5210112118370525,-0.5520279292162811,-0.5808410805178577,-0.6100975516607821,-0.6413733061895743,-0.6761150248640102,-0.7130497493782473,-0.753304437554525,-0.7959694104146875,-0.8421725784904965,-0.8977459987293157,-0.9617316136173892,-1.0437366963592098,-1.1401083145769486
"MENA",-0.37347215295808756,-1.0882352636799042,-1.6153556815926562,-1.9214035910008587,-2.097890086051246,-2.2806995693124055,-2.470674884941937,-2.619732715570078,-2.7518100264882994,-2.8440673815478767,-2.9202334680808795,-2.982593861452232,-3.044781257342055,-3.1370553636522858,-3.256377640499697,-3.3818827638228854,-3.5171784615619095
