"ICES_ACCREU","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"AUNZ",-0.6068586815811905,-1.0397882391571356,-1.0684277974623346,-1.0950521800218938,-1.1219529731501865,-1.1480937222134169,-1.1750630746552138,-1.200749398954859,-1.2275208312497399,-1.2596150410241425,-1.2983934638818417,-1.3392958976373603,-1.3854276651764086,-1.4333485080263664,-1.4870243193009447,-1.541291199964312,-1.6015719826022456
"Brazil",-0.11223592964609841,-0.19169130134445433,-0.1965184545648757,-0.2015806083530136,-0.20751999971626578,-0.21601154423294133,-0.2269661021401137,-0.2370022674835659,-0.24743780742448873,-0.2584559850290602,-0.2707930356974697,-0.283787889294973,-0.2981399616497682,-0.31403989834337676,-0.3317542271860652,-0.352194770544878,-0.37510301067047447
"Canada",-0.07439057990046294,-0.1274151432657078,-0.13045533124922404,-0.13366423665706062,-0.1371462487734454,-0.1411916629238008,-0.14555306177572724,-0.1503555345207852,-0.1554256218188388,-0.161022537486033,-0.16718625530579567,-0.1733745915615703,-0.17994012966950912,-0.1869673605668698,-0.19483573964084178,-0.20251249443037356,-0.21084006004294942
"China",-0.056784859522551745,-0.09618377193548744,-0.09797209099744464,-0.09967888547059989,-0.10188142056087868,-0.10420832883225595,-0.10716225041572658,-0.10997792902773806,-0.1131365340396373,-0.11702499711874204,-0.12173034913677272,-0.12680766175627856,-0.13232881290211607,-0.13872256194739085,-0.1458786864702355,-0.15415931239028957,-0.1631141389849322
"FSU",-0.0749025951561344,-0.12723678531135763,-0.1294218775864997,-0.13187536046177506,-0.13439716552793302,-0.1375370350119809,-0.14096565995508348,-0.14452014816556114,-0.14818213614048448,-0.15212436750593472,-0.15641359005698074,-0.16089174047784205,-0.16570862468028302,-0.17138561004549357,-0.17791003885702095,-0.1849623492623076,-0.19263820574585422
"India",-0.06874668751585267,-0.11657110219495115,-0.1187677373869489,-0.12127211562713569,-0.12420421441867724,-0.12740316346422365,-0.13109508683210036,-0.13443523066146712,-0.13808780396824538,-0.14259063673360828,-0.14826199020311348,-0.15448855346203993,-0.16168419157021052,-0.16937189930643637,-0.17803016727760967,-0.18758626096632147,-0.1983161335556538
"Indonesia",-0.27099129488379337,-0.4621545873083055,-0.4738673609229749,-0.4861040145162865,-0.5005466472025488,-0.5174620425613896,-0.5384186756119624,-0.5596802825608926,-0.5836365335712745,-0.6087970971494272,-0.6371053698265516,-0.6677618646405481,-0.7020121747727814,-0.7400644416719393,-0.7823595586615939,-0.8290397265695693,-0.8801796711485621
"JPNKOR",-0.1008777768970015,-0.1701884490055816,-0.17252519212864748,-0.17497190880589875,-0.17804352263856016,-0.18164648727918564,-0.18609792373084355,-0.19029249311830476,-0.19464792897649907,-0.19974455543468883,-0.2057442697738332,-0.21389565424727586,-0.22389508550454407,-0.23455557475972055,-0.2459975241097645,-0.25919675261311115,-0.27389256560036435
"LACA",-0.1173661767965517,-0.20072719999634225,-0.20585372338397523,-0.21116649916720354,-0.217224502109592,-0.22495806343701963,-0.23447331606474275,-0.24488047887918363,-0.25668757080506976,-0.2686935399935586,-0.28152527701234,-0.29482363166219994,-0.30912516224528286,-0.32601034942543183,-0.3453570278106666,-0.36861322215669956,-0.39518562478368935
"MENA",-0.06974989537938958,-0.11983645599912274,-0.1236861717204385,-0.12795140224424184,-0.1326618342535002,-0.13815474412425255,-0.14442690742463293,-0.1495166322809438,-0.15437957746944342,-0.15919588838012588,-0.16450543867172485,-0.17068794946552002,-0.17796251237585103,-0.18637777450470905,-0.19599542311288243,-0.2072553679252187,-0.22000508282806752
