"ICES_ACCREU","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"AUNZ",-0.05181688846485066,-0.08966496188400619,-0.08962262083201944,-0.09017985275389107,-0.0903145587656029,-0.09220536174239236,-0.09419880953943638,-0.09679576441719018,-0.09918690544309383,-0.1034185842126778,-0.10809803614104663,-0.11298614069880086,-0.11780739025101239,-0.1232047476662057,-0.12891023926092648,-0.13204460168789733,-0.1339697074637214
"Brazil",-0.02931062004500884,-0.0515156457540078,-0.05328658415120202,-0.05354891446598398,-0.05226317170111683,-0.05051457116074243,-0.04792841655651969,-0.04555758558324463,-0.04313241909377208,-0.04126899306664544,-0.039641026814130065,-0.03826192936058348,-0.03704750334317941,-0.03605159902649868,-0.03523032350343236,-0.03448387721500801,-0.03383138401823471
"Canada",-0.02698001709030562,-0.04554157190894692,-0.04434955878547253,-0.043572339718389586,-0.0427834203039823,-0.0422524831665938,-0.04169442600077122,-0.041347960095350356,-0.0410548189035187,-0.04125113680650827,-0.04166332642352444,-0.042147398563441296,-0.0427161623220873,-0.04340680517253004,-0.044243224244067125,-0.0449022207306804,-0.04558847994357018
"China",-0.032720920214523996,-0.05850284156461161,-0.05947862494092293,-0.05943503587417798,-0.05965779166584584,-0.059414391559253765,-0.05935535957272142,-0.05832052291487866,-0.0569639608005712,-0.055647897616339925,-0.05452913236724255,-0.05338130252749984,-0.05256950208530897,-0.05178904557338049,-0.05120898280893682,-0.05041874982205652,-0.049563113353501276
"FSU",-0.03528125929567194,-0.06339779760855535,-0.06885579768145522,-0.07238410667798068,-0.07364983953576099,-0.07360008120436135,-0.07286783480291437,-0.07178352647158048,-0.07027228449973943,-0.06933101248327578,-0.06848376905330689,-0.06712593707489667,-0.06554441702165681,-0.06424876247538291,-0.06313123607908366,-0.06161102079440539,-0.05983995684347709
"India",-0.027138633188750205,-0.04710461796068044,-0.04459505471220426,-0.04373655166315382,-0.0429462185272067,-0.042733703256048194,-0.04229746276324109,-0.04204281896198481,-0.041574061692195574,-0.041452324038981914,-0.04136187309156103,-0.041231304017352866,-0.041084925008894047,-0.041064201928908695,-0.04120787868874265,-0.04108868980133851,-0.04093596525829302
"Indonesia",-0.14868474902571815,-0.2744072823624877,-0.2887015026689421,-0.3051711180515171,-0.3199986767510876,-0.3383825336506274,-0.35734045470744435,-0.3737694236935707,-0.3884541826343235,-0.4034750157874134,-0.4189142988546002,-0.43353385418744006,-0.44838277025307516,-0.4627965684304014,-0.47783420991973635,-0.48669101620287814,-0.49292823825323184
"JPNKOR",-0.047374025561819355,-0.0797713232818853,-0.0789185238569079,-0.07797171931531732,-0.07754864027449404,-0.0771995236071521,-0.07713696005718917,-0.0770997328654599,-0.07726286373173075,-0.07767599699071148,-0.07845015018218549,-0.07912587742615607,-0.07996979952800132,-0.08103301091284543,-0.08248347821122604,-0.08392576992520828,-0.0855551727210857
"LACA",-0.042027244935982644,-0.07350806451630332,-0.07394773426530055,-0.07506731458161164,-0.07596431048089158,-0.07730321768756321,-0.07813901813387147,-0.07913546639708446,-0.0797545268649058,-0.08083583034050879,-0.08169910859411322,-0.08234454242544986,-0.08266050345648868,-0.08315831508356464,-0.08366467024663038,-0.08359750248307929,-0.08318321990428146
"MENA",-0.036280152576184665,-0.06327358443500852,-0.0628132559886696,-0.06278169595533845,-0.06248401809341164,-0.0625593944039271,-0.06267530363981422,-0.06291094054111657,-0.06302156846801354,-0.06346079405131766,-0.06389813488725249,-0.06433659277212955,-0.06478420466485835,-0.0652697733266816,-0.06575999988830405,-0.06584609877268166,-0.06564958993859893
"Mexico",-0.08562278687982428,-0.14854410722359157,-0.14916719892422714,-0.15100277343880197,-0.15261479470105588,-0.1548742796460889,-0.1562387180187419,-0.15918636972107603,-0.16239162863787016,-0.16702143269886616,-0.17202324281408998,-0.17722095986590913,-0.1823451903539941,-0.1888496939932538,-0.1963655198926384,-0.2050600233297728,-0.2147702284210351
"REastAsia",-0.05809446210995883,-0.10302245186716297,-0.10380194088477346,-0.10579758307088794,-0.10715212945898722,-0.11166717723468667,-0.11778960166872743,-0.12414345528123372,-0.13033055029424423,-0.1379911981366222,-0.14607804771146204,-0.15411938522581492,-0.16215284927479923,-0.1706228670907195,-0.17928050963550435,-0.18432253110963748,-0.18712432605551
"REurope",-0.23269643524165273,-0.38705839150894317,-0.36978357551517016,-0.3587305368266458,-0.35122713418827,-0.34574776110427585,-0.34116771840069227,-0.33969892745397967,-0.3393493093755584,-0.342015484936975,-0.3461302092263585,-0.35140475677060135,-0.3580311877323772,-0.3654731728896854,-0.37389047169053,-0.38212323610219423,-0.3912269805374846
"RSouthAsia",-0.29739534846485727,-0.5409682902133506,-0.5571236837435878,-0.5655477553754618,-0.5550652126995126,-0.5550009829186409,-0.5508152819970524,-0.5513492336041592,-0.5475767022458444,-0.5498602340213044,-0.5495100266184494,-0.5502171261115407,-0.5479907527753847,-0.5478446860373576,-0.5469727844231831,-0.5428299063421682,-0.5360547929916248
"SAfrica",-6.071445313171608e-4,-0.0011200691574342336,-0.0012526872991358573,-0.0013385474680216447,-0.0013575738178728258,-0.0013531665653321312,-0.001312543714671044,-0.0012675504132086957,-0.0012101017801469105,-0.0011696382696047003,-0.001131479289573356,-0.0010934804483331284,-0.0010540215792276264,-0.001018476235958854,-9.843107686369201e-4,-9.495482866328508e-4,-9.153170622888673e-4
"SSA",-0.03499963489936864,-0.06830165103874908,-0.07727749237085302,-0.08653987337805535,-0.09144641534410969,-0.09993089941339184,-0.10637023884336738,-0.11527260157351282,-0.12146838004242211,-0.1303754979806615,-0.13673937262285163,-0.1440577060739634,-0.1487896449130055,-0.1544295794212669,-0.15804274720285783,-0.16150786703788,-0.16301773055187319
"USA",-0.0633953623341843,-0.11006684558747537,-0.11181715876500409,-0.11451707662260002,-0.11844317052761566,-0.12224178451851753,-0.12597228418627093,-0.13012350174175236,-0.13411752761718354,-0.1387117920468306,-0.1433973907545849,-0.1473427393818283,-0.1509003588508473,-0.15486468559761102,-0.159009395934262,-0.16321255891774689,-0.16741857476331168
"bel",-0.10993375998342714,-0.18525733988165038,-0.18114424493732573,-0.18312272994387424,-0.1899901090385403,-0.1975182395246411,-0.20572243867040818,-0.21365590775046517,-0.22094614604452056,-0.22899059125824905,-0.23702481833751676,-0.24406684900443176,-0.25078321033596973,-0.2580223503428014,-0.2658315117454402,-0.27279112994743615,-0.2797625378267554
"bgr",-0.006829830810362036,-0.011712534722241319,-0.011469859074220157,-0.011348292689328243,-0.01137289694526089,-0.011404979383300429,-0.011489003689935107,-0.011574874788777834,-0.011660414018688225,-0.011773672827519732,-0.011918420623457937,-0.011953841816270128,-0.011952635856971039,-0.011987581020256322,-0.012056011580463544,-0.011888212224497874,-0.011581726055365227
"cyp",-0.04033719067584318,-0.06591530689217251,-0.060298582896189945,-0.05717120487912508,-0.055371917145374816,-0.05453022418487885,-0.05422286634100271,-0.054232491094752255,-0.054296691832922406,-0.054966258868194284,-0.0558725825958728,-0.0566728769735958,-0.05754220462964588,-0.05835550249282395,-0.05923572988487669,-0.05991226758604862,-0.06049571930913933
"deu",-0.13001456181447324,-0.21856142180496363,-0.21749289821925144,-0.21855438601576793,-0.2204905882665198,-0.22308653533220646,-0.22582974992572113,-0.22901907267571797,-0.23287804839207116,-0.23840373298378292,-0.2450152618558965,-0.25114093143348004,-0.25733654364373804,-0.2643694833798005,-0.272785039830592,-0.2813552145936038,-0.29111454105260615
"dnk",-0.27287612009535556,-0.45513284853507807,-0.4400394370241978,-0.4364486586411864,-0.44165803257383285,-0.4524585388230751,-0.4646153533163,-0.4761792395945652,-0.4862227000938524,-0.5036884559524446,-0.5246090659885683,-0.5455489360003951,-0.5671466117743829,-0.5931479759747504,-0.6224696051918888,-0.6543494282898021,-0.6892257398823931
"esp",-0.04060641477549032,-0.0665833291540352,-0.062238790602286986,-0.059556654939429965,-0.05799547841399688,-0.05686731607713602,-0.055913064690815695,-0.0557597510303931,-0.05601541954437517,-0.05701112423344146,-0.0584730605516115,-0.05991514930261399,-0.06160216629239601,-0.06375188755484151,-0.06640660832313294,-0.06909476456873342,-0.07197784453047973
"est",-0.013499977121500528,-0.023681680776366232,-0.024499342219796993,-0.0256326769419446,-0.026864054997199904,-0.028211448582704524,-0.029942249972592094,-0.03125964172046025,-0.03238733866361976,-0.0341357823096744,-0.036250669263437896,-0.03781102091989785,-0.03915137131738078,-0.04086227280152288,-0.0429460287796557,-0.04455178420427197,-0.04593435362755249
"fin",-0.10827515237671337,-0.17952961463386652,-0.17277495574815616,-0.16860739889219545,-0.16627536405183774,-0.16390656177257545,-0.16146460388760664,-0.15812283971754493,-0.15382256954034057,-0.15164864825608637,-0.1504856515030628,-0.14798128446860126,-0.14502356058120336,-0.14333671950509386,-0.14255212617544366,-0.13857287930510997,-0.1330354021262803
"fra",-0.08096126908715418,-0.1363114800141063,-0.1333677170863301,-0.13418430343333787,-0.13769377095851354,-0.14173008119208186,-0.14575255622250038,-0.14941980734956006,-0.15239767065652332,-0.15647152178287493,-0.160851329362377,-0.16504404773126646,-0.16905732926397743,-0.17315717294595911,-0.17725798494802048,-0.18021502477881812,-0.18272093535347533
"gbr",-0.10592353638320118,-0.17742811142446024,-0.17120302608473192,-0.16750702185405197,-0.16535371702268709,-0.1634729599972684,-0.16085239555334585,-0.1585163883503049,-0.15592643151564056,-0.15532919122036581,-0.15556078623109038,-0.1562209157457306,-0.15733710124915534,-0.15895103246027498,-0.16103114210581637,-0.16326562031669933,-0.1658718326344788
"grc",-0.09731718426420066,-0.16095399867821492,-0.1507749753772103,-0.14723262020928107,-0.148891639803983,-0.15127441209411563,-0.15401401962806816,-0.1584651274220361,-0.16391464497239605,-0.17038594842717636,-0.17776042117646496,-0.18459110613816554,-0.19187045880225684,-0.19994169567359998,-0.20903559205538436,-0.21679642056580128,-0.2241760390393699
"hrv",-0.03245669050614408,-0.05149225484816222,-0.04468795067327225,-0.04143512344407796,-0.040782241785886075,-0.04072869361432252,-0.041444634823750715,-0.042253340517695026,-0.043288219730142075,-0.04448803359435871,-0.04586467173001152,-0.047004796349447986,-0.04808289865566584,-0.04909179358930649,-0.05010584701102827,-0.05080553926933851,-0.05128277588369867
"irl",-0.07053693436025466,-0.11472788084040397,-0.10360302401766219,-0.0983817993766456,-0.09694856424629084,-0.09492478545579663,-0.09178825160072179,-0.0898412651616054,-0.08856272359852868,-0.08906328470966729,-0.09082201849377469,-0.09294787005079685,-0.09584687828373406,-0.09914085179747456,-0.10304985051220461,-0.10712937412710177,-0.11157874066989315
"ita",-0.03429666581626911,-0.05674961059903838,-0.05413096516766469,-0.05281862169119744,-0.05260617283309177,-0.053119174158056115,-0.054077077622172176,-0.05531364072963729,-0.05675893777946639,-0.058562659314453924,-0.06066219096749759,-0.06269490559733804,-0.06489177870026008,-0.0674298521453065,-0.07033093314952055,-0.07285098964712189,-0.07532664373260944
"ltu",-0.048160745821035356,-0.08031522994591533,-0.07648512491851278,-0.07553989697259844,-0.07743993236192237,-0.07947460544565077,-0.08253932161444988,-0.0847032084544952,-0.08679682192507254,-0.09057182717483458,-0.09564572939161353,-0.09987179577669592,-0.1037637416065329,-0.10783567767530533,-0.11209882476831412,-0.11643240066979699,-0.12066062172731984
"lva",-0.07630346477188743,-0.13093875319265535,-0.1304150937858295,-0.1313822080437066,-0.13442915093067054,-0.13730178866204756,-0.14129405253369143,-0.14412540846709954,-0.14647126349197626,-0.15083387409962068,-0.15635191223056788,-0.1598426681817089,-0.1625075680691812,-0.16597273677964042,-0.17009245058883238,-0.17286711146875522,-0.1746176298906943
"mlt",-6.011236603153947e-4,-9.822401390136015e-4,-8.864755893789322e-4,-8.491743245575556e-4,-8.494361442901166e-4,-8.671369554513753e-4,-9.054616002313054e-4,-9.3626928806545e-4,-9.667825699555266e-4,-0.0010053851888014442,-0.0010503912741710586,-0.0010873117738507965,-0.0011224057251846276,-0.0011556990250682908,-0.0011904974654086686,-0.0012132893625893537,-0.0012273758571601512
"nld",-261773095.7034815,-5173023004786.812,-4655732598903.626,-4611427784315.518,-4981469304236.977,-5587928513486.002,-6389165391131.658,-7354934015132.704,-8511536855663.625,-9938749105299.146,-11616567218164.777,-13702484119032.756,-16394653312858.588,-19703629288568.324,-23778165012520.18,-28540130040880.133,-34489126315475.984
"pol",-0.0390450822329691,-0.06563577236876617,-0.06291488310795623,-0.061494044925813895,-0.06129361759953378,-0.0614535372965519,-0.06264322567954839,-0.0636998919206655,-0.06500607409178905,-0.0673178541557573,-0.07051813686338448,-0.07335190452919527,-0.07631238739689294,-0.0794848654774083,-0.08292952046227153,-0.08658182650075341,-0.09033675711422884
"prt",-0.01716866957317542,-0.028066311219088202,-0.025918273649605528,-0.025178894558319787,-0.025291602978760874,-0.0254391628692896,-0.025598893874101414,-0.026083539851873283,-0.026755821539670155,-0.02723553699103265,-0.027679479185560574,-0.02925946847454064,-0.03164043123681237,-0.03359838482543953,-0.03540543429665366,-0.03720969996172663,-0.03912499656050228
"rou",-0.003420526731978679,-0.005786537595142693,-0.005601508101971131,-0.005485480117861652,-0.005472943287199161,-0.005533905549415241,-0.005703586074035094,-0.005905146794460414,-0.006158680538459471,-0.006420700997533668,-0.006706534619294047,-0.006957056766521141,-0.007207101830097873,-0.007505059569656858,-0.007839353867400423,-0.00796307820791764,-0.007939968655557017
"svn",-0.009638945610601635,-0.015965944234941354,-0.015050067432886838,-0.014702037091329778,-0.014800788239777152,-0.015109448299011063,-0.015615810069558034,-0.016114709559766904,-0.016585622576703596,-0.01714442612859024,-0.017766220806725297,-0.018339099557784788,-0.018933128651388298,-0.019585403221655806,-0.020331138660201198,-0.021044738833320142,-0.02179338508213613
"swe",-0.0724098555200503,-0.12064097372275207,-0.11527555848378501,-0.11216304380361475,-0.11064705579635348,-0.11030103256961521,-0.1108156489645018,-0.11052441357143339,-0.10958632312884076,-0.11004560358208737,-0.11109355121172726,-0.111167631920428,-0.11083079721097011,-0.11101991000397327,-0.11165854531131059,-0.11148746867057913,-0.11109412860891288
