"ICES_ACCREU","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"AUNZ",-0.058451256743630164,-0.10290949336597688,-0.1051706676175157,-0.11021267239845756,-0.11524841804354535,-0.12395345962984416,-0.13288836169914608,-0.14570599289773778,-0.15902964343329495,-0.17812214513067692,-0.1985744811533019,-0.224811847173656,-0.2529626869410162,-0.28875169765254505,-0.32786555707086107,-0.3774177021454106,-0.4326240299420636
"Brazil",-0.03200220577737056,-0.05741620288921556,-0.060970505262980534,-0.0634868887723461,-0.06427854163352231,-0.0651544669445614,-0.06488072462157435,-0.0653628660140515,-0.06559321422920927,-0.06705772418590383,-0.06870228356679053,-0.07172811128455248,-0.07516594019548739,-0.08035893882614165,-0.08623188729539599,-0.0939730673111927,-0.10246740037976876
"Canada",-0.031183988307259547,-0.05392197971995083,-0.05428355621982517,-0.05542560842243249,-0.056493005690649856,-0.058029398993109105,-0.05941564619788009,-0.06127068982901829,-0.06313842250078583,-0.06646027335005522,-0.07032302480962649,-0.07536067888735953,-0.080959690125737,-0.08786084363705537,-0.09549719912880228,-0.10540705129802319,-0.11681229282709538
"China",-0.03770652550386666,-0.0699901757992949,-0.07417005415403244,-0.07793312054932278,-0.08226338167593994,-0.08674093949724293,-0.09174867457222291,-0.0961729343666784,-0.10045409860036658,-0.1056294903543975,-0.11147574788297199,-0.11897383040273546,-0.12824779886029258,-0.13919331096503562,-0.15168235527660556,-0.1672742583265996,-0.18509745641869246
"FSU",-0.04130597225773247,-0.07625138061231329,-0.08567040083049537,-0.09309648277427973,-0.09762407549359642,-0.10171082725614067,-0.10535668654593211,-0.1094509001778543,-0.11307782787515208,-0.1183108698386115,-0.12364769674965137,-0.12953819726649884,-0.13545542673918387,-0.14244090052605296,-0.14966158448339595,-0.15928619170314517,-0.16965737567066208
"India",-0.0319489934798356,-0.05764206470540989,-0.05688397204564044,-0.058791343970021614,-0.06050828213989279,-0.06400862426608755,-0.06706712572432938,-0.07133838895118094,-0.07515484718416676,-0.08059624690681666,-0.08608128747176202,-0.09332450175936202,-0.10098296455748335,-0.1107126386626911,-0.12137335963458007,-0.1347810185564291,-0.14963218501113928
"Indonesia",-0.17319012815043555,-0.3293671415425914,-0.3575306595339556,-0.3953769793792583,-0.4322749835403372,-0.48047269464054354,-0.5308266547556784,-0.5885637859322279,-0.6475059435032904,-0.7200555975644396,-0.7983922017729128,-0.892517175535823,-0.994921047012387,-1.119479713292526,-1.2569766821001416,-1.4248646681608967,-1.6118577688103874
"JPNKOR",-0.05260279393969336,-0.09047518174438718,-0.09233608379940472,-0.09434454416040738,-0.09707843919546377,-0.10061848689686403,-0.10488546391357323,-0.10952586820636157,-0.11459830097787504,-0.12091005488139572,-0.12828164853488921,-0.13699060429868126,-0.14696188206750893,-0.1584578649792001,-0.171488222884153,-0.18721236788789009,-0.2052881273800211
"LACA",-0.046754828926554026,-0.08361075136431584,-0.08642564095386884,-0.09104960648385063,-0.09552719418256528,-0.10250762618592146,-0.10922563482017589,-0.11775788579100332,-0.12592675604475856,-0.13683755782593066,-0.14768323280902607,-0.16203989833117882,-0.17694602804815274,-0.19562226379959968,-0.21517692559647195,-0.23966522471980944,-0.2656116229393102
"MENA",-0.03971660018997625,-0.07075520275885427,-0.07206207141057241,-0.07444469769354312,-0.07649399932148082,-0.07955344433819844,-0.08267805946822193,-0.08676131717952895,-0.09079676455737706,-0.09657411748320577,-0.10266307968048727,-0.11044728376745638,-0.11880691141481492,-0.12910360168340018,-0.14003655752539146,-0.15287165041579787,-0.16613195648462753
"Mexico",-0.09253085701330654,-0.16419867833286084,-0.1696970751444149,-0.17859695544453214,-0.1875735124824196,-0.2012855235681621,-0.21479336949329353,-0.2346100097780357,-0.2557577434009639,-0.2845916589071851,-0.3156369337746878,-0.35641692733864305,-0.4007045320124969,-0.4589337439187213,-0.5241837787996362,-0.6103840345348055,-0.7083090333036335
"REastAsia",-0.0717063832449294,-0.13291469168510428,-0.1407231333028225,-0.15236158977701697,-0.16293042879703679,-0.18182712968417558,-0.20408289448613504,-0.2319248834868337,-0.2611615131828726,-0.3001002416063714,-0.3423321698250992,-0.39648330552156663,-0.45606293437823187,-0.531521443818106,-0.6143296031659418,-0.7202457842828025,-0.8365382576297042
"REurope",-0.25832861156422915,-0.43605300103073397,-0.42558067492939333,-0.4218226951139381,-0.4213635670038851,-0.4270321456738779,-0.43495369498284253,-0.4482346211260646,-0.4628428400859752,-0.4830307445379822,-0.5052536186272771,-0.532757852908583,-0.5637021342937532,-0.5987053408148313,-0.6363247317322518,-0.6826012069911735,-0.7353354418044744
"RSouthAsia",-0.3519361437776314,-0.6661818028878663,-0.7153666231578426,-0.7660448116573515,-0.7887547688408714,-0.8404333260751851,-0.8839948831066757,-0.9501259315951249,-1.007204681888263,-1.0920739289999593,-1.170249941782564,-1.2437384771331939,-1.3010813398629084,-1.4644741723535026,-1.6618030991466415,-1.8761659119791663,-2.0809400118425914
"SAfrica",-6.769564757425073e-4,-0.0012897124669231097,-0.001497833851649144,-0.0017524684430947346,-0.0019548938979707664,-0.0022578944577689164,-0.0025222070791142137,-0.0027820637037767604,-0.002976879217142514,-0.003224652223376978,-0.003447462773276122,-0.0037159738857539537,-0.003969645092960494,-0.004281741670075778,-0.00458895548572924,-0.005009210251094576,-0.005457604631353696
"SSA",-0.038882682348684305,-0.07845663618605281,-0.09164422043217435,-0.1079697302820315,-0.1190645746185992,-0.1383687096009334,-0.15490208730228883,-0.17889645078917882,-0.19858081153169005,-0.22753883697561594,-0.25196938114243617,-0.2866532380122133,-0.3170556354691767,-0.3603205093825501,-0.39999888055223254,-0.45090035519852467,-0.49723462131929796
"USA",-0.07179859776377251,-0.12747816589147032,-0.1333409775484129,-0.1407772097410498,-0.14978202942990126,-0.1606333718775943,-0.17227015117939892,-0.1853080652293504,-0.1982688330385951,-0.21494033477775787,-0.23297326049169786,-0.2540253794662939,-0.27647808415871555,-0.30375130419633134,-0.33321640892427506,-0.3679948781644016,-0.40525975985568063
"bel",-0.11863668733225197,-0.20249612377132298,-0.20164662292244673,-0.20782574215467697,-0.219519785834843,-0.2341757769252384,-0.25070209089081974,-0.2685531984794043,-0.286292886788031,-0.30591768434541367,-0.325753184111055,-0.3470688576500569,-0.3693840418874772,-0.3943523484719269,-0.42106250658858757,-0.4530269576795587,-0.48889887254437436
"bgr",-0.00784541715982412,-0.013895279899889257,-0.014171954765751504,-0.014670133592353807,-0.015353671765638843,-0.01617083344650494,-0.01709411419035245,-0.018121709494489657,-0.019167027054800556,-0.02080680928159273,-0.022765010231895477,-0.025415253725502573,-0.0284687060984945,-0.03225289018843336,-0.03642760918429744,-0.040370478383011665,-0.044091304304361145
"cyp",-0.04393075194089047,-0.07288247765864231,-0.06813382348798136,-0.06598659100782722,-0.06514482741467598,-0.06544189959175606,-0.06629555762011075,-0.06788296946872441,-0.06961803357633523,-0.07307070722860631,-0.07719103631295132,-0.08504021201224399,-0.09491388010446355,-0.10762081836989124,-0.12183641180264493,-0.13718839098747493,-0.1529192295706694
"deu",-0.13976384881252413,-0.23786268820437106,-0.24118224720062198,-0.24697691679503864,-0.2536270430344989,-0.26280519892291077,-0.2729603302360606,-0.2798238563021527,-0.28518173492091403,-0.30303395343067585,-0.32827864046363064,-0.3501174765355275,-0.3701883591309296,-0.3921037926784887,-0.41639347612844047,-0.44693299341574955,-0.48330575396932085
"dnk",-0.30901919595756056,-0.5267469494555477,-0.5257424780223174,-0.5385908911145543,-0.5615517905047662,-0.5992861220941892,-0.641717551502885,-0.6919005893722407,-0.7431781664578807,-0.8069795082197739,-0.8753242731696087,-0.9587620484661774,-1.0508419538326486,-1.1580092466989211,-1.2743605332305452,-1.4304544132144215,-1.6128320135111451
"esp",-0.044573682093351774,-0.0750627088368927,-0.07298937830549912,-0.07249955191971358,-0.07301503975429835,-0.074901493210211,-0.07724604447494343,-0.08134899208316337,-0.08616243629659959,-0.09291690146234766,-0.1006605932971083,-0.11027423748730669,-0.12132746977586706,-0.13508896576701623,-0.15087916461357098,-0.1697689783227152,-0.19095780620400626
"est",-0.018171355496987562,-0.03298285270070256,-0.03563336568840336,-0.03849302086150752,-0.04130214649762376,-0.04577928138230769,-0.051679423773254296,-0.05856643657300431,-0.06607475707889332,-0.0757449469778404,-0.08659884430388676,-0.0998364389372619,-0.11484249541028335,-0.1338323226838689,-0.15582991702269844,-0.19461967836617022,-0.244897918719289
"fin",-0.1346516795400765,-0.229450902392081,-0.23003407790993524,-0.2308663157088997,-0.2321844133633122,-0.23843796326545874,-0.24691509194409988,-0.2576838896248712,-0.2681441965272202,-0.2792560777721942,-0.28974395216732063,-0.3065001506044607,-0.3267480056468486,-0.3500210974775708,-0.3746764139923142,-0.41936309749578404,-0.47583451492515527
