"ICES_ACCREU","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"AUNZ",-0.02642302113863293,-0.04604196869690824,-0.04643190630917449,-0.047434593451500806,-0.04828198064038558,-0.0502831926222691,-0.052350264835654414,-0.05516238163679743,-0.057958080823428126,-0.062265511335102275,-0.06693870907849009,-0.07284981198081297,-0.07916888493090246,-0.08704127578583742,-0.09561284766550493,-0.10604514360009754,-0.11754717658515323
"Brazil",-0.027141987119083666,-0.048125187228709176,-0.05034770803193922,-0.05134251563302383,-0.050874246137166956,-0.05035207628135696,-0.04903146693812088,-0.047981876062896944,-0.04675565328319253,-0.04616622668311976,-0.04572672101119668,-0.04589796383490663,-0.04630758726590356,-0.04732993072323888,-0.048635123744489306,-0.05074199314573091,-0.05322940445885438
"Canada",-0.022827064314223655,-0.0389892211798748,-0.038599464916655446,-0.03864333206626824,-0.03864627174602342,-0.038943893798726315,-0.039185574877242946,-0.039745360305321054,-0.04035969095133041,-0.041622345115521764,-0.043128664744274126,-0.04503096999981526,-0.04714451943276243,-0.049746060716338025,-0.05266015806675295,-0.056007514589229146,-0.059728220333643556
"China",-0.005365661789991094,-0.009759898654992938,-0.010116309148355818,-0.010351957930809785,-0.010647154405452053,-0.01089249309002005,-0.011180131497146029,-0.011315506479903092,-0.011399056575434052,-0.011520185276792105,-0.0116899764801226,-0.01191824847815992,-0.012260252659646032,-0.012661466220587059,-0.013144245272389554,-0.013724479226651098,-0.014386539108568464
"FSU",-0.008588743156812129,-0.01565180110592035,-0.017304683366703433,-0.01851576712530445,-0.019149019902009456,-0.019528224861675714,-0.01975558685241019,-0.020138668289926276,-0.02049659446671237,-0.02100929867102641,-0.021494944762001644,-0.02196993622037846,-0.022415944940257226,-0.022996031196687028,-0.023615063728599228,-0.02451939039288531,-0.02551422498686673
"India",-0.007383495357382586,-0.013009765927352035,-0.012520778923896803,-0.012564582371032973,-0.012606364229816869,-0.012891101609346922,-0.013092767748301704,-0.013405150458878357,-0.013631955219239877,-0.01406179879598346,-0.014503784546893161,-0.015084142185239902,-0.01569582745062359,-0.016497805639204,-0.017404372045748406,-0.01850109925449761,-0.019716567316185873
"Indonesia",-0.008412022381321105,-0.015741090890175613,-0.0167957734244939,-0.018110565326834305,-0.019348443539835003,-0.02096228731741645,-0.02265061855943884,-0.02438580457814199,-0.026077491827347643,-0.028150000380899876,-0.030400608159797393,-0.03299951087452069,-0.035801311929939406,-0.03935202159655038,-0.04336227067930354,-0.04832542848017818,-0.053907517458784415
"JPNKOR",-0.02265286224953922,-0.039421784911397584,-0.04089609829898144,-0.042276954507847186,-0.04388533569698039,-0.04550467575767936,-0.04724214974068941,-0.04887333120514592,-0.05053554334011334,-0.05250969642111025,-0.054806907866267185,-0.057418585658297605,-0.06040098190860377,-0.06381972277711423,-0.06773239806222575,-0.0725900916654254,-0.07828227467632232
"LACA",-0.023666632634256057,-0.04126739857399642,-0.041350687089292126,-0.041965980311087225,-0.04252330400078552,-0.04352821537344509,-0.044317999415210974,-0.0455474542409573,-0.04667341810966619,-0.04830497997114769,-0.049847482022002954,-0.05206666675433569,-0.05437989856300618,-0.05738657514706702,-0.060561209578546826,-0.06494302234059113,-0.06975179358046368
"MENA",-0.0014109575456333623,-0.0024842672333269533,-0.0024945746917248712,-0.0025329579347754816,-0.0025609117709657347,-0.0026030407605515116,-0.002643253648482169,-0.002695103724026371,-0.0027418633683162774,-0.0028082915995986113,-0.00287434325516589,-0.0030035345565337934,-0.003161260646433739,-0.0033374083310389047,-0.0035164727325232015,-0.003746479698041316,-0.003992746210035314
"Mexico",-0.010641469830274808,-0.018768009774061678,-0.01924146703825569,-0.019983983418869755,-0.02070520504739992,-0.021707596584230604,-0.02261824547883373,-0.02381910483585381,-0.0250353767029865,-0.02666665774668786,-0.02840594693570564,-0.03057859480144476,-0.03289632033648404,-0.035787946589560526,-0.03899377113406599,-0.04313872757005788,-0.04784597242717403
"REastAsia",-0.017153099495870183,-0.03071772048726107,-0.0312979307261374,-0.03208061604412782,-0.03258376276638053,-0.0340612653406458,-0.036027827198947815,-0.03831507734544104,-0.04065808008052452,-0.04374228305427108,-0.047075374083482835,-0.05105610272604366,-0.05535369329784379,-0.060616866906271216,-0.06634110746053246,-0.07347231810991284,-0.0812221878871422
"REurope",-0.09481467196443827,-0.158864067841602,-0.15328564357520724,-0.1500228290285066,-0.14802006884450103,-0.1474404978194066,-0.14742998607998326,-0.1501689956711072,-0.15394767757717087,-0.15895797169945824,-0.16438268925336175,-0.1712496565371202,-0.17913982413180207,-0.18819591534127156,-0.19806035791409826,-0.2091194424395315,-0.22133316996040264
"RSouthAsia",-0.015330815764624806,-0.028003747830551706,-0.02893775411417776,-0.02981099706247381,-0.02973686423800581,-0.03040438149790603,-0.030820881818049983,-0.03173067891828474,-0.03238099341906775,-0.033565362159060363,-0.03455201838925559,-0.03599079114976478,-0.03728870407366802,-0.038995475855341244,-0.04065032964102322,-0.0427823401886962,-0.04491856589107224
"SAfrica",-7.557355040210822e-4,-0.001417042852014383,-0.001615821022304953,-0.0017717130697203487,-0.0018431800664631126,-0.00189548191776856,-0.0018955487749772182,-0.0019006931155307605,-0.0018841043024964144,-0.001901501231627023,-0.001917605096213304,-0.00195930257262944,-0.0020016698899949503,-0.0020679673040313595,-0.002135527313662511,-0.0022369772206487504,-0.0023473774934390512
"SSA",-0.005340687541055544,-0.010579273658395394,-0.01214353508690591,-0.013918381713218242,-0.015004097981685671,-0.016871889707015253,-0.018394375712282862,-0.020484372142770546,-0.022068161773891593,-0.024338768810461264,-0.026120706710086594,-0.028544463868795944,-0.03051714471022926,-0.03322289685786517,-0.035551549528500814,-0.03878011434258477,-0.04170475472855539
"USA",-0.01671330083437006,-0.02898338061465555,-0.029391350798757543,-0.030132247420588953,-0.03123661917439069,-0.032541094490601274,-0.03394416538109457,-0.03544077492689812,-0.036867236170967654,-0.03873132747517216,-0.04075239685898957,-0.043068030121484746,-0.0455320769310652,-0.04840644104840974,-0.051459745037829574,-0.055143743346630636,-0.05913908224700615
"bel",-0.0016827867052371381,-0.002854646523819948,-0.002816407648476016,-0.002874566289323699,-0.003009256547514827,-0.0031711696451441895,-0.0033521826954263645,-0.003543056375621134,-0.0037295709201523586,-0.003928119812790509,-0.004124013625017575,-0.004330927907181259,-0.004547231707907606,-0.004783680723197126,-0.005035206367698386,-0.005313612324930883,-0.005617526136691975
"bgr",-4.128899714683776e-4,-7.160270183548256e-4,-7.113552780269039e-4,-7.206465068576584e-4,-7.41181963648252e-4,-7.644419407926151e-4,-7.914843213607803e-4,-8.210999983826461e-4,-8.510475169365428e-4,-8.845637788690297e-4,-9.204980454535772e-4,-9.703260505644629e-4,-0.0010294075200367736,-0.00110767411933832,-0.0011969218825291783,-0.0012777713077394282,-0.001351896763068794
"cyp",-0.0013340736680689247,-0.0022351497650174856,-0.0021178169535396307,-0.0020713064514676915,-0.0020595199476169945,-0.0020851025162471615,-0.0021279603005908143,-0.002202621649982639,-0.0022847958555560766,-0.0023882803667607533,-0.0024956492376659867,-0.0026316642175450156,-0.0027861065115764028,-0.0030023993488281775,-0.003254649708539503,-0.0038414000241959734,-0.004613350954874029
"deu",-0.004459906290910087,-0.007559495433373531,-0.007613013359075715,-0.007736299134331048,-0.007884106729927343,-0.00809019479496298,-0.008317671289725936,-0.008616865790711525,-0.008969635378930363,-0.009373270988499716,-0.00980685075567811,-0.01028273598421281,-0.010796325216611002,-0.011387241619220667,-0.012062363984344238,-0.012827928075220818,-0.013703164803358092
"dnk",-0.07359479239535949,-0.12466034856483121,-0.12316310271867081,-0.12488891135600255,-0.12900809862383955,-0.13628866305580578,-0.1445931756937413,-0.1544244837386355,-0.16444914004181133,-0.17644776859900846,-0.1890858160968567,-0.20412607257362936,-0.2206150118905792,-0.24027041918024405,-0.2619159350323197,-0.28640705880013106,-0.31314349916449213
"esp",-0.001916132353319,-0.0031979307657192813,-0.0030687362024162113,-0.003028518464187613,-0.0030425191700267362,-0.0030986685968348304,-0.0031673920928398935,-0.0033140977627299506,-0.0034941185188208657,-0.003776341525996152,-0.0041114672496567195,-0.004537964773465575,-0.005031592594550993,-0.005696068681737554,-0.00647980059729214,-0.007502619985799708,-0.008690184811754875
"est",-0.016794623841609457,-0.029917599501816383,-0.031574267587697324,-0.03352115921920751,-0.03550868902175708,-0.038422639602975206,-0.042275431840566036,-0.04648741046022753,-0.0509607393184619,-0.056241580349747355,-0.06194976208567793,-0.0680983356415088,-0.07472996409145782,-0.08205379492629561,-0.09009496567956576,-0.10121726546077348,-0.11458664117734996
"fin",-0.039864083586926835,-0.06674970469391361,-0.06518246654578785,-0.06433772491220013,-0.06402119440178655,-0.06439151677830601,-0.06506337851275301,-0.06598826964092641,-0.0667428262098757,-0.06792358707100599,-0.06916904107873156,-0.07073519313621768,-0.07254255161261991,-0.0751050484370075,-0.07809496483333067,-0.08124436344528752,-0.0845781637178189
"fra",-0.0038531386618911867,-0.006545151983616826,-0.006483704261517342,-0.006586314839607255,-0.006808332353847035,-0.007081568740907596,-0.007364653571972912,-0.007676496414688039,-0.007973497083535452,-0.008331159802499322,-0.008700790275473214,-0.009123783433950816,-0.009566994698306797,-0.010089570197258091,-0.010647258471840892,-0.01130751029415622,-0.012032880244949862
"gbr",-0.017600465905664997,-0.029575390892644382,-0.02865566857469526,-0.028468647132362523,-0.028664640588926815,-0.02884051657215947,-0.028814262256915413,-0.02897024304173712,-0.029109367859758706,-0.029638335760162615,-0.030295699084259553,-0.03115829128748082,-0.03214867916124797,-0.033383499627648305,-0.034766804060559764,-0.03650189172893503,-0.038475597529019634
"grc",-0.0038250370144155,-0.006445398354371079,-0.006196016667303628,-0.006236207700904828,-0.006495746632750876,-0.006874252379207579,-0.007303153386950534,-0.00786184618024599,-0.008483132542269622,-0.009324106986863256,-0.010297396176872642,-0.011461635852627605,-0.012781583157217558,-0.014502236551705572,-0.016503799077738357,-0.01905578626889559,-0.021995410427022577
"hrv",-0.009337927306418692,-0.015051101475249684,-0.01337209866516531,-0.012789191050943671,-0.013008320154606068,-0.013497763642278393,-0.014278611876994418,-0.01510795945682819,-0.01602201601809128,-0.017193117810498926,-0.01854633945360673,-0.020117109487494123,-0.02185837454732331,-0.023892587070251103,-0.026132933685396598,-0.02860768166861316,-0.031208186700626417
