"ICES_ACCREU","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"AUNZ",-0.16638803670585567,-0.3216977403924792,-0.36584657090839023,-0.394163105144385,-0.41000353277412804,-0.428771308269571,-0.4447357513278627,-0.4628534440029197,-0.47923022590337094,-0.5043218755573675,-0.5311900371539169,-0.563244853441558,-0.5967830581231071,-0.6352825376004456,-0.6760657438780404,-0.7276033494066358,-0.7858336508535846
"Brazil",-0.19697324095097057,-0.3996740157699685,-0.48585673033025856,-0.5288284534425758,-0.5388516523437192,-0.5397520572129499,-0.5275098821290847,-0.5180027446151869,-0.5063359343090879,-0.5017047380964978,-0.49862148258924543,-0.5004075101133099,-0.5039149851792546,-0.5101127601461974,-0.5175623729868462,-0.5287583166355803,-0.5418636122329845
"Canada",-0.05156665637776614,-0.11392846812926516,-0.1480426346350261,-0.18432793559151062,-0.21743991750556857,-0.25022613791524373,-0.27927758741367326,-0.3029176818300505,-0.3218468200589575,-0.33899942727595445,-0.3540857251663754,-0.36993048213926905,-0.38614111810251206,-0.40534958903012397,-0.4266036714600907,-0.45259277264095843,-0.48234032568116314
"China",-0.05744991395257859,-0.12651693513634488,-0.15648027959416222,-0.20711873923024982,-0.2666275863537848,-0.3619461529673851,-0.4748130524030336,-0.6025893589860609,-0.7367233783447169,-0.8913252958244078,-1.0563893107651157,-1.2207389731564433,-1.3922493209453268,-1.5702297294564405,-1.75754135341315,-1.9564783643043704,-2.165250463893298
"FSU",-0.06940802189878692,-0.13963969601269444,-0.17266389492339718,-0.2057413562893906,-0.23334145854919663,-0.2623153171918524,-0.2905095521342771,-0.3185506543822769,-0.34350138376492145,-0.3690930884605592,-0.3921466926024353,-0.4090953866605407,-0.42194747848197656,-0.43103839784925935,-0.43744449557867604,-0.4455192442258671,-0.45359412467953497
"India",-0.05507813657152916,-0.11077885480011984,-0.12092445846623168,-0.14348898777987174,-0.16499446888101899,-0.20753954224819182,-0.2507358916002178,-0.31469308350511316,-0.3785807633291838,-0.467739021500857,-0.5597567332007669,-0.6420141355942821,-0.714459425900027,-0.7713706513608365,-0.819544456118082,-0.875895109007585,-0.9372415836076731
"Indonesia",-1.1120534202757937,-2.2001006650724353,-2.4890090290450084,-2.799036372881325,-3.0792499342845114,-3.3950614555575354,-3.70716808890168,-4.033554326682298,-4.353368639569499,-4.718982816754447,-5.103191413564579,-5.521392000874137,-5.959261138369443,-6.43453273140363,-6.936161271093644,-7.5571987776574145,-8.256525760406575
"JPNKOR",-0.26053921888143927,-0.5926696045743585,-0.81552349020102,-1.0530999785818285,-1.3020929672497017,-1.588840160341487,-1.8975291337702926,-2.2517074199762566,-2.6339914343760373,-3.0889093839278514,-3.593507679372232,-4.0419361235755735,-4.465603125974971,-4.876613812231878,-5.295143556630699,-5.807609719022988,-6.398319342542513
"LACA",-0.09888702162123009,-0.1865242141088852,-0.20479229040396563,-0.22338791864319196,-0.23918317579753046,-0.2608779976227549,-0.2813321729975282,-0.3056946093859758,-0.32855985304754975,-0.35968980741922785,-0.3909879864346544,-0.4265606281537715,-0.46119475553796363,-0.5068127200955175,-0.5554798807508088,-0.6114107691920334,-0.6684634823902913
"MENA",-0.3890660814724556,-0.9290758981270186,-1.2291666073630525,-1.485178294084577,-1.6863755982964301,-1.7972992797919307,-1.8556512240142653,-1.9123119968385338,-1.9591981903952171,-2.018805876121177,-2.0767146851102036,-2.137796691284055,-2.1986141803997494,-2.2634543744107227,-2.3279076018302147,-2.3950707838205076,-2.459128601656979
