"ICES_ACCREU","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"AUNZ",-0.053255877327818,-0.09885236891009619,-0.10756196044112709,-0.12265218634299746,-0.13832273507640158,-0.17407918909783104,-0.2151360803321789,-0.24232888156742183,-0.26008095374912,-0.2822403468496826,-0.3046577104608983,-0.322361332581933,-0.3368995255830787,-0.35093296071199154,-0.36471212346640414,-0.3704276962725461,-0.37234344539203157
"Brazil",-0.03468123782812693,-0.07121892183997725,-0.08752782338821152,-0.11123362843840079,-0.13412327431707727,-0.19087152491511494,-0.25278987856912627,-0.28682299524314114,-0.30276270185414234,-0.31323341459611465,-0.31901067443529385,-0.31649942552208765,-0.3096895711777514,-0.30338984804655356,-0.29776464530536506,-0.29185837861573916,-0.286233374031597
"Canada",-0.026918547259480174,-0.04599565452135801,-0.045561413154526775,-0.04603522417120365,-0.046608769556522045,-0.04869068310243696,-0.05112837400669257,-0.055251092528663115,-0.059871222090901455,-0.06611247788217423,-0.07283129546153955,-0.0784936830452665,-0.08348225142598142,-0.08870688591553488,-0.09411186963917961,-0.09727717009074821,-0.09937496332151907
"China",-0.029981386836952506,-0.053435186634764875,-0.05412741700974166,-0.05368152566059825,-0.05340251991181599,-0.0530089493397945,-0.05293971779879447,-0.05155512171627352,-0.04964839305158231,-0.048318570872929456,-0.04747934847953994,-0.0461772220893053,-0.044899463057679334,-0.0437529185344232,-0.0428428034021211,-0.041233660357065105,-0.0392288122447515
"FSU",-0.03509691017340444,-0.06348621251421882,-0.06954215872212455,-0.0744881578260359,-0.07745582287402852,-0.07911941512479537,-0.08001869616337531,-0.08093783920263276,-0.0814704957345147,-0.08353175968049964,-0.08597069121691892,-0.08609425757051259,-0.0849490615237869,-0.0849272874771434,-0.08548665508716358,-0.08449754955137667,-0.08255816597396715
"India",-0.024992779469656945,-0.04323420569700698,-0.040776365315331464,-0.03965320331592581,-0.03858771548487239,-0.03813711278616294,-0.03755607889848189,-0.037046032324661304,-0.03633850524435989,-0.03605668809463225,-0.03587245189681232,-0.03550601497054329,-0.03506895176614844,-0.03479455960665456,-0.034699880083988166,-0.03414231689331526,-0.03343623139038243
"Indonesia",-0.13339671600482994,-0.26262540018189284,-0.2948170422491292,-0.36606064079710565,-0.44497420477562777,-0.6480965801041627,-0.8940843765275042,-1.1056955922781109,-1.289862061984992,-1.4738849513815322,-1.6533294254402642,-1.787179291178942,-1.8960960234854718,-1.9880559191860492,-2.0731818087849074,-2.1081134320638073,-2.1176258136776815
"JPNKOR",-0.0409234661793767,-0.06865443332523258,-0.06753875435836498,-0.06603002528022817,-0.06480158843384931,-0.06410672677867879,-0.06393767250961746,-0.06329394503704622,-0.06251859786183811,-0.06292323136947164,-0.06423434483069368,-0.06451161906947389,-0.06431169662683978,-0.06435812616522041,-0.06475514372709101,-0.06445377430618349,-0.06381764381251376
"LACA",-0.04913323839783601,-0.09222763017431301,-0.10071614906582704,-0.1102650202552069,-0.11878503617496206,-0.1341420058916909,-0.1502200372943241,-0.16296528711921,-0.17236005439943414,-0.18185532519970904,-0.18988648044691026,-0.19447257968532305,-0.19660817023969823,-0.19887550965022038,-0.20094896041531474,-0.2008454922038605,-0.19947222647138663
"MENA",-0.03793460257935921,-0.07550247761608508,-0.08638176815257692,-0.10595820315648652,-0.12631140964735055,-0.19935786900813213,-0.29008013997707804,-0.38758395219340436,-0.48056779869356525,-0.5741723401270882,-0.6610369432264007,-0.7101914733955716,-0.7374919622105236,-0.7700992682110774,-0.8042882573707,-0.7231229671861961,-0.5799297606222442
