"ICES_ACCREU","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"AUNZ",-0.05225235845963683,-0.09646036409802772,-0.10431374678775418,-0.12946114978216183,-0.15907618228665488,-0.20278917642012617,-0.2481654154613544,-0.2779378320353798,-0.29712706648723497,-0.319515300618578,-0.34145608508112657,-0.36103091199585213,-0.37860685714091735,-0.39565070921480094,-0.4123830778417381,-0.4290977609395785,-0.446484470144759
"Brazil",-0.03555548701257294,-0.07319487540069503,-0.09016522326942278,-0.12311331942902459,-0.15807172565478478,-0.23216212364295385,-0.3110078843599706,-0.3450802243837314,-0.35304088061435257,-0.35234942979112116,-0.3461887579601419,-0.3398866776544329,-0.33351716047995694,-0.3289495443528523,-0.32565050158758213,-0.32446628093026897,-0.3246892689850456
"Canada",-0.02710915805099745,-0.04616729683155629,-0.045521503824197396,-0.04692337846048389,-0.04887672471820537,-0.054151139242164525,-0.06039812195346439,-0.06935777224772455,-0.07901139454972173,-0.08878182487135344,-0.09804286186406719,-0.10644487352019505,-0.11421784386039802,-0.12313358416627951,-0.1327141513651653,-0.14098968022671077,-0.1487945541450264
"China",-0.030084097075899763,-0.05360300460565126,-0.05427954365953003,-0.054142861378547735,-0.05430186585845265,-0.054545227850000266,-0.05520394398021988,-0.05476755270756861,-0.053913707221375784,-0.053110603012773705,-0.052492291572880934,-0.05261882299434362,-0.05354579337618626,-0.05446563591409159,-0.05556965007926795,-0.05707317692945635,-0.05891457559871194
"FSU",-0.03507236031797811,-0.0630644931795099,-0.06855292137430968,-0.07364331406846114,-0.07712983099024129,-0.08148363755842158,-0.08606240706899859,-0.09003438776783446,-0.09306751859767814,-0.09567748226498862,-0.09754752191207805,-0.09971908800531226,-0.1019479649399746,-0.10634665225670581,-0.11171701731818029,-0.11432703097009611,-0.11511659651880501
"India",-0.025473757339811165,-0.04389348842247509,-0.041215128443061744,-0.04018392118791958,-0.039290726705110135,-0.039174670133423906,-0.03893872070496185,-0.0388836861373032,-0.038617948718000505,-0.038753960283310906,-0.03893464778937927,-0.039499664430897585,-0.04021500264306255,-0.041200107118744,-0.04238235552838088,-0.044235632115230406,-0.046517450845651176
"Indonesia",-0.1397438908382842,-0.28010414418659924,-0.3197098128233544,-0.4319631099582333,-0.5611331382016305,-0.7819638859038358,-1.029705218264454,-1.2790665260810963,-1.5169788508990423,-1.7031960527549739,-1.857883652392489,-1.9774304208171056,-2.078808437246904,-2.182025783519248,-2.2895851607934503,-2.4166618058103273,-2.5595177485685294
"JPNKOR",-0.040423357091945444,-0.06782139076367821,-0.06672796806216352,-0.06604117721374925,-0.06606817990457703,-0.06684572327115834,-0.06826121515668415,-0.06981338491613975,-0.07159664971083668,-0.07373055751662694,-0.07626723149444237,-0.08063638232512771,-0.08642205382893842,-0.09389405517034044,-0.10279583109561452,-0.1114350072277892,-0.12021148869002518
"LACA",-0.050491265076246794,-0.09338585972673563,-0.10034704638236525,-0.11194953280522224,-0.12386863904931822,-0.14361135094076438,-0.16405608394374216,-0.17924666429827152,-0.18990657409322376,-0.19868283476347504,-0.2049960893240832,-0.2113472715382647,-0.2168691853245308,-0.22326926946797387,-0.22963794853467778,-0.23437669553025842,-0.23790877592226867
"MENA",-0.03678088378963329,-0.07298928553215456,-0.08327368975750149,-0.11052697701616765,-0.14109945629853238,-0.2523082542538635,-0.3906670064038553,-0.5308393251374555,-0.6607271938056769,-0.7623398326566777,-0.8417113299342249,-0.9212138068033782,-0.9974255191976922,-1.0812938998935762,-1.1658768942575226,-1.2466368360908864,-1.3209974505804523
